value
-26
-6
-1
0
6
6
9
13
19
21
18
4
-9
-2
1
15
90
-56
-51
0
1
9
5
7
8
8
3
0
-6
-7
-11
1
1
12
-2
0
4
-1
7
6
0
-13
-7
1
-2
77
43
-139
5
5
3
6
7
8
8
2
0
-2
-11
-10
1
6
4
0
1
0
-1
10
11
0
-8
-9
0
1
67
76
-154
1
-1
2
-1
9
6
5
7
1
-3
-17
-9
-5
6
-1
0
0
-4
1
8
8
1
-11
-9
-7
-3
56
90
-161
7
-3
4
4
7
6
12
4
0
-3
-5
-11
-7
2
5
0
0
-3
2
6
9
5
0
-6
0
0
45
120
-116
-22
-1
3
9
12
9
1
4
-1
-7
-24
-26
-19
-15
-6
-5
5
0
1
-2
13
8
1
-15
-11
-6
-2
62
58
-142
2
4
6
10
7
8
16
11
7
0
-9
-8
-2
0
3
3
0
0
1
4
6
12
0
-16
-12
-3
22
123
-119
-34
-8
-2
2
4
3
11
11
9
3
-10
-13
-13
-4
0
1
-3
2
-2
0
8
9
1
-19
-6
-4
7
93
-4
-102
-1
0
-1
-4
1
-1
-2
2
1
-8
-16
-5
3
0
8
4
4
1
0
8
17
2
-3
-9
1
1
59
72
-154
22
8
10
9
7
9
9
1
6
-1
-12
-7
0
0
4
5
5
-3
0
0
13
8
-1
-11
-11
0
6
70
39
-125
1
-1
0
0
10
4
6
0
0
-6
-14
-7
-3
2
0
-2
1
-3
-1
3
5
7
4
-8
-10
-7
0
46
98
-154
5
-1
4
6
6
5
7
6
3
0
-10
-6
-3
3
4
1
0
-1
-1
-2
4
7
4
-4
-15
-7
-7
37
114
-143
-9
-2
0
3
5
5
5
4
5
-3
-7
-12
-4
-2
4
2
0
-1
0
0
1
3
6
6
-3
-11
-3
-5
26
100
-98
-29
-3
-1
3
7
8
4
3
2
5
-7
-14
-5
3
5
0
-1
6
0
1
1
4
0
11
5
-2
-10
-8
-5
27
107
-107
-26
-6
-1
7
1
5
3
9
0
3
-12
-8
-8
-1
1
6
-2
-2
0
0
-1
0
8
7
2
-2
-15
-5
1
38
106
-157
4
-1
3
3
4
11
4
8
1
-2
-10
-10
-8
0
10
4
-1
1
1
5
1
11
7
7
-3
-11
-6
-3
69
93
-165
-5
-1
-1
2
5
7
7
4
4
-2
-13
-19
-10
0
0
-1
0
-2
5
-4
0
12
4
0
-17
-6
-3
21
104
-91
-39
-4
-1
5
5
4
7
7
4
-2
-11
-13
1
-3
5
3
2
-1
3
1
5
1
11
8
-7
-10
-7
4
16
94
-68
-58
-7
5
0
8
4
11
8
7
-3
-3
-6
-5
-1
6
6
0
1
1
1
2
3
10
4
-2
-10
0
-2
7
84
-18
-76
-11
-2
8
1
4
5
6
3
3
-11
-8
-10
-1
-4
5
1
0
1
2
-4
10
4
0
1
-15
0
-8
39
122
-145
-16
4
-3
2
5
10
3
6
6
2
-15
-11
-4
-1
3
3
-4
0
-3
1
5
10
6
-3
-13
-1
-2
25
124
-110
-27
-13
-5
3
6
9
14
4
0
0
-7
-8
-15
-1
2
4
7
6
0
1
1
8
8
5
-7
-15
-12
0
85
20
-119
-16
-10
-2
2
11
5
4
4
-1
-5
-11
-10
-4
4
0
0
1
8
-2
0
9
11
3
-10
-8
-1
-2
50
98
-155
4
0
5
1
2
5
9
3
0
3
-15
-6
-3
-1
3
1
3
-3
0
0
5
6
10
0
-15
-6
-2
8
89
-1
-98
-4
1
2
5
8
6
8
2
3
-9
-6
-13
0
3
3
-3
4
-2
1
2
5
5
9
-12
-8
-6
4
45
110
-167
2
3
2
7
2
10
2
6
1
-2
-13
-8
-7
1
5
2
-1
2
1
0
4
7
4
-6
-9
-6
-2
48
113
-167
0
-4
7
2
4
5
11
4
4
-3
-2
-15
-2
0
8
3
2
0
1
7
13
20
28
35
33
62
57
0
-12
-14
-15
-13
-13
-13
-11
-12
-11
-9
-10
-9
-8
-9
-48
-92
-78
-66
-53
-36
-21
-16
-3
0
7
1
-6
7
6
48
110
-128
18
27
23
23
19
23
18
21
22
11
-2
6
9
10
15
12
8
10
5
7
7
15
12
1
-8
1
0
15
89
-32
-74
0
7
5
5
0
10
6
2
2
-11
-17
-10
-6
0
2
-1
0
1
-3
1
6
4
6
-10
-14
-5
-1
74
70
-148
-15
0
-2
7
2
4
14
5
-1
-6
-13
-16
-9
-4
0
-2
-3
1
0
1
3
12
6
-10
-16
-9
4
79
56
-138
-2
3
-4
7
7
10
16
5
4
-1
-10
-13
-12
-3
5
0
2
-3
4
0
12
6
15
-5
-11
-7
3
48
115
-148
-9
-11
-5
-2
3
0
5
2
3
-10
-15
-14
-10
-2
1
0
-1
3
-5
-3
0
7
6
-3
-11
-9
-5
2
83
24
-119
1
6
6
5
6
14
0
10
5
-4
-10
-9
-6
7
5
6
8
-4
3
3
13
8
4
-6
-11
-2
-1
58
99
-174
7
2
0
3
5
8
4
4
1
1
-17
-15
-1
0
1
2
-2
3
-1
-1
8
11
1
-15
-6
-3
-1
71
58
-150
8
4
2
8
4
9
7
6
3
-5
-11
-2
-5
3
3
1
1
1
0
4
4
9
0
-9
-10
-5
10
79
19
-123
8
0
3
8
7
8
0
0
0
-4
-17
-10
0
-6
-10
3
0
-1
-1
9
6
12
-3
-14
-6
10
22
95
-110
-13
7
8
7
11
6
8
10
1
-4
-9
-8
-2
0
5
2
1
1
1
3
7
11
-1
-11
-8
4
4
92
23
-113
-12
2
0
8
7
9
5
14
2
-7
-16
-16
-10
-1
-3
6
-1
-2
-1
2
12
1
-7
-20
-6
-9
57
99
-169
-7
-10
5
-2
6
0
14
5
-1
-4
-10
-16
-7
-2
6
0
0
2
1
2
10
4
-4
-10
-6
0
32
111
-130
-13
0
0
1
12
5
8
9
-1
0
-10
-9
0
1
1
0
4
2
-2
0
7
8
9
-6
-13
-4
-1
31
99
-141
-13
-9
-8
9
4
14
11
16
3
1
-3
-5
1
0
4
2
6
0
1
0
3
14
2
3
-17
-1
-5
7
79
1
-100
0
3
5
6
4
3
11
0
2
-6
-11
-11
-1
1
0
5
-2
2
-8
6
7
12
-1
-13
-4
-6
7
83
31
-127
-3
0
1
3
11
2
4
7
1
-9
-10
-13
0
2
2
0
2
2
-4
4
7
4
2
-17
-3
-5
16
97
-33
-77
-8
-2
0
8
4
7
9
2
0
-2
-17
-6
3
-2
1
1
0
1
-3
4
8
8
4
-12
-9
-5
1
71
68
-135
-8
0
10
4
0
7
17
6
2
0
-17
-14
-6
4
10
0
1
4
-2
0
5
15
6
-3
-14
-10
-11
23
119
-117
-31
-23
5
0
5
6
5
9
5
6
-22
-17
-11
1
-1
1
6
-9
0
0
3
8
6
6
-18
-7
-1
0
77
33
-125
-10
11
4
7
1
7
10
5
5
-5
-19
-3
-1
1
0
11
-7
5
-18
19
32
-9
-3
-12
7
-18
-8
77
50
-151
4
15
-3
13
0
10
10
-2
4
-14
-4
0
10
1
3
6
18
-6
14
4
-5
28
-6
-3
-14
-1
21
97
-30
-76
-31
11
3
7
4
-5
0
10
4
0
-24
7
-7
-8
-1
-4
5
-8
1
9
14
-2
-17
-13
-4
0
34
120
-115
-38
-18
6
5
7
-2
18
13
5
0
-4
-15
-9
-8
-3
0
-15
5
27
17
23
12
8
-31
2
1
-10
109
-12
-90
-2
-1
5
-3
-2
6
9
-7
10
-29
-15
-51
29
-15
-17
41
18
-23
0
16
7
-4
-18
0
-9
12
86
38
-136
-27
-15
3
1
-14
0
-1
-17
19
5
6
-4
15
14
-1
12
-7
-3
14
1
10
14
-12
-16
2
-8
21
138
-120
-34
-13
6
3
20
-1
5
6
3
-7
4
-15
4
0
0
6
-13
13
6
-11
-1
11
7
-3
-6
7
-2
24
119
-102
-36
5
2
0
0
12
0
1
8
0
-15
-12
-5
-3
3
2
1
4
1
5
6
14
7
-5
-14
-9
-1
11
93
5
-99
-17
-1
-3
6
2
7
6
0
2
-10
-21
-11
-6
-1
0
-4
3
-3
-1
9
6
7
-6
-14
0
-4
37
124
-141
-23
-7
1
2
5
5
5
10
3
-2
-15
-3
-3
-2
6
0
2
1
-2
3
1
13
3
-18
-6
0
0
75
51
-146
10
7
5
10
3
8
13
3
5
-2
-13
-7
5
1
6
1
3
3
0
3
9
8
-2
-17
-4
-2
26
113
-69
-56
-15
-3
-3
3
7
3
16
0
4
-9
-20
-13
0
-1
-3
0
1
0
-1
6
1
9
-4
-13
-15
-1
13
118
-89
-46
-14
21
-12
-1
2
16
-7
1
0
5
-5
-3
-2
4
10
4
-1
4
-7
14
10
9
-5
-1
-3
0
37
129
-132
-24
-12
10
-15
2
7
2
16
-3
-4
-15
-25
-6
1
1
3
-1
-2
1
-4
6
7
0
-14
-10
1
-1
90
46
-128
-18
-3
0
9
9
1
14
4
4
-3
-7
-19
1
4
5
2
-2
9
3
-3
7
14
-10
-17
0
-3
46
115
-156
0
-11
1
2
-1
12
5
-3
8
-2
-10
-6
-6
5
-3
3
-3
7
-1
-1
8
14
1
-10
-15
1
0
60
74
-150
0
-3
2
9
-5
4
14
1
-1
-5
-9
-2
-3
-2
7
5
-11
7
5
-4
7
19
6
-22
0
-10
-10
64
50
-129
4
3
-9
18
5
10
13
6
3
-2
1
-3
1
7
11
9
-15
11
3
-2
7
14
-3
-7
-8
2
27
132
-124
-31
-19
12
-8
8
15
-8
2
6
0
-23
-6
-4
-2
11
-4
-6
8
-5
14
9
-4
-7
-23
-6
-13
61
103
-114
-14
-16
-9
0
11
7
13
4
25
-2
-1
-18
3
-5
3
-3
10
-2
-4
6
10
2
-11
-13
0
-16
51
130
-143
-28
-13
-11
-2
2
3
22
1
11
-4
-14
3
-15
-1
6
4
-8
8
-1
11
17
-1
-15
-13
0
8
85
46
-123
-42
-7
-11
-1
-10
13
3
10
4
-12
-6
-20
2
0
-9
12
2
19
-4
11
-1
-12
-21
7
-3
53
105
-147
-18
-15
-3
22
-10
32
-2
8
10
2
-12
-2
-8
1
-15
21
-3
-13
14
5
0
5
-21
10
-14
58
105
-168
-6
8
8
4
10
0
11
7
0
-4
-3
-10
2
6
10
10
0
0
4
8
0
-7
-7
0
3
64
86
-159
-1
4
-7
8
3
3
0
5
4
-7
-3
-9
1
8
-1
6
0
0
6
5
1
-4
-12
-5
-2
43
109
-148
-5
-7
7
2
1
10
8
-1
8
-4
-12
-13
1
-4
4
0
-2
3
6
2
12
-2
-13
-10
0
10
77
28
-108
-17
4
2
4
4
11
4
0
3
-7
-12
-9
-5
6
2
1
0
0
4
10
13
-4
-13
-6
-1
11
99
-11
-92
-12
0
0
3
9
14
8
5
4
-5
-19
-6
-5
0
8
0
0
2
0
10
9
2
-17
-1
-12
26
126
-109
-51
-7
-7
2
8
1
8
8
5
1
-17
-19
-7
-2
1
-3
5
-4
1
2
8
19
7
-9
-8
-2
2
85
38
-122
-16
-9
0
2
3
6
-2
1
4
-15
-13
6
-13
0
-1
-14
0
-3
4
5
11
37
7
14
-4
8
25
97
106
-122
-23
-22
-23
-20
-11
-7
-6
-2
-19
-26
-36
-9
-5
-13
8
-16
19
-6
-2
-1
8
14
20
-1
-11
0
3
12
79
22
-111
10
12
15
7
7
4
13
12
6
-6
8
-12
-6
16
0
0
4
-1
-4
5
10
1
8
-5
-11
-7
-3
5
93
8
-105
-6
-4
-2
8
9
3
8
-3
4
-5
-5
-13
10
-13
15
0
5
0
-14
7
-7
8
9
11
-13
-5
-15
8
54
100
-159
-9
-5
0
2
-1
11
4
-2
3
-6
-8
3
-6
0
-9
8
4
-10
1
2
2
0
19
-2
5
-13
-5
-8
23
114
-70
-52
-21
-3
-1
6
5
2
8
1
1
-16
0
-12
5
8
-2
-5
2
4
-10
2
12
8
2
-2
-9
-8
5
19
98
-35
-72
-20
7
-3
7
2
15
0
-3
0
-3
-13
-2
5
-3
-5
0
8
9
-3
0
9
10
11
-6
-24
-1
-15
48
128
-153
-5
-14
0
0
6
14
13
24
17
20
0
-3
-12
-9
0
-9
-6
-14
-9
-4
-18
5
20
0
-11
-11
6
3
92
64
-129
-18
-15
6
-11
16
10
0
8
-12
10
-13
8
-13
-3
-3
8
-6
0
0
9
-3
12
-4
-7
-8
-5
-10
52
105
-151
-17
-10
-8
5
5
8
2
6
-6
0
-6
-11
-3
-3
4
1
-11
1
5
13
-7
2
0
-11
-4
10
1
95
33
-111
-18
0
7
0
15
4
10
1
0
-6
-10
-5
0
5
-1
2
-2
-1
7
1
12
2
-8
-13
-1
5
54
100
-173
7
0
4
2
10
7
6
8
1
0
-12
-1
-2
2
1
2
-2
-5
5
1
13
6
0
-15
-2
-1
34
111
-128
-17
-6
5
5
-1
14
5
4
-1
0
0
-13
0
-5
4
0
-5
3
-1
8
0
9
-2
-18
-7
-1
26
102
-99
-32
-2
-2
-3
6
-1
13
8
-1
-1
-11
-15
-10
6
4
11
4
-1
-6
6
4
10
1
-12
-4
-4
28
117
-125
-26
-2
1
8
8
1
9
7
9
7
-6
-8
-7
-2
0
3
2
0
2
10
13
1
-7
-13
-5
-7
60
103
-171
-10
-3
-3
8
3
8
9
6
-1
-4
-20
-17
-8
-2
0
1
0
-1
0
8
10
-8
-9
-9
0
39
140
-163
-12
-11
0
-1
10
8
7
9
0
0
-13
-14
0
4
2
2
9
-3
4
4
10
-3
-14
-6
1
34
140
-142
-30
-9
-1
12
0
17
5
4
1
1
-10
-14
2
-5
6
4
2
-3
8
8
2
-9
-11
-7
2
35
152
-147
-41
-17
-3
1
6
11
7
11
1
5
-16
-7
-2
0
11
-5
0
10
4
3
12
1
-13
-6
-4
5
127
5
-128
-19
-4
1
7
9
2
8
5
4
-5
-12
-1
-2
3
5
-3
7
-5
0
7
4
6
2
-16
-8
-5
17
129
-54
-76
-32
2
2
5
3
10
2
2
4
-2
-10
-1
1
-1
8
0
-2
-10
8
0
0
5
11
4
-6
-10
-9
2
67
130
-200
-7
-9
2
7
4
2
8
7
2
3
-7
-1
-7
0
2
1
2
-6
6
-4
4
5
9
13
0
-15
-13
-5
10
114
-30
-89
-24
-1
-1
5
4
8
5
6
0
-6
-9
-8
-6
1
3
-4
0
-1
-3
6
8
11
2
-12
-12
-7
5
84
62
-147
-9
-4
8
2
10
2
7
9
0
0
-10
-6
-1
2
1
2
0
-5
7
3
10
7
-4
-13
-11
1
25
122
-119
-32
-11
1
6
3
10
5
4
2
3
-9
-10
-4
1
-1
7
0
-1
-5
17
6
9
-8
-11
-9
-1
38
125
-150
-18
-8
2
10
1
6
3
13
0
3
-19
-7
-9
5
5
0
0
-3
3
5
12
0
-11
-12
0
9
95
-8
-97
-9
0
-1
8
10
5
1
5
2
-8
-15
-7
0
5
1
2
-4
6
3
7
-1
-11
-11
3
9
97
-7
-98
-10
1
8
0
10
1
14
-4
7
-8
-15
-6
3
2
2
3
-3
8
3
9
-6
-11
-9
3
14
101
-50
-67
-7
3
10
3
4
11
5
-2
6
-15
-6
-6
-4
4
1
1
-2
3
8
6
-1
-6
-8
-7
13
87
-8
-87
-11
2
6
7
3
8
2
3
0
-8
-7
-4
-1
0
8
0
-1
5
3
6
14
2
-9
-12
-4
5
72
70
-149
-4
-4
3
3
14
7
9
3
6
-14
-14
-17
-1
-4
3
0
0
0
-5
3
3
6
10
0
-14
-7
-9
14
93
-12
-94
-11
-2
5
6
5
7
6
1
-3
0
-15
-2
-6
1
0
2
1
-2
1
0
1
7
6
10
-6
-11
-4
0
31
106
-132
-8
-4
4
9
2
6
9
4
1
1
-14
-13
-1
2
4
5
-2
0
2
5
-4
1
14
11
-2
-14
-4
-1
11
96
-36
-68
-13
0
0
9
8
6
9
2
7
-12
-17
-10
-7
1
2
4
-1
0
-3
0
8
9
6
-5
-18
-4
-8
43
109
-153
-10
-5
2
3
3
4
10
9
7
-5
-9
-8
-9
0
1
6
-2
1
-1
4
6
6
5
0
-12
-7
1
16
81
-8
-84
-7
1
4
12
3
8
13
8
2
-14
-13
-5
-4
1
5
4
7
5
6
8
13
27
22
4
-6
2
0
33
80
-94
-40
-6
19
43
40
1
-8
-9
-10
-10
-10
-10
-39
-77
-84
-73
-53
-40
-15
-8
9
7
13
4
3
-2
10
6
77
65
-140
30
23
20
23
13
13
20
13
6
8
-1
-4
0
9
12
3
5
5
7
-1
14
6
14
1
-10
-2
-2
31
103
-105
-29
6
0
8
12
4
9
1
4
0
-11
-12
-5
0
2
-1
4
-2
2
-2
0
10
8
0
-10
-9
-3
-4
74
73
-161
1
4
1
2
7
4
7
5
4
-5
-13
-20
-4
